id,category_id,sku,ean13,name_it,name_en,name_fr,name_es,description_it,description_en,description_fr,description_es,description_short_it,description_short_en,description_short_fr,description_short_es,slug,price,wholesale_price,weight,width,height,depth,stock_quantity,active,brand,meta_title,meta_description,meta_keywords,image_url,created_at,updated_at,search_vector
53,8,NULL,NULL,VENTILATORE CENTRIFUGO NATALINI EVAGOLD30CO0001,EVAGOLD30CO0001 CENTRIFUGAL FAN,VENTILATEUR CENTRIFUGE EVAGOLD30CO0001,VENTILADOR CENTRIFUGO EVAGOLD30CO0001,"230V 50HZ 70W CL.H RO CODE W925300010

Chiocciola in lamiera alluminata
- Motore a poli schermati, con rotore pressofuso
- Uscita da Φ60mm
- Elevata efficienza (ridotto consumo energetico a parità di prestazioni della caldaia)
- Ridotta rumorosità
- Albero motore in acciaio Inox temprato
- Protezione dei lamierini dalla ruggine
- Pacco motore realizzato mediante lamiera magnetica 3W a ridotte perdite elettromagnetiche
- Sistema di smorzamento delle vibrazioni e della rumorosità magnetica mediante l'utilizzo di antivibranti in gomma siliconica
- Non sono richieste manutenzioni particolari.
- L'albero motore è supportato da 2 cuscinetti basculanti, schermati e lubrificati mediante grasso ad alta temperatura.
- La soluzioni di fissaggio alla cappa è brevettata
- Ampia disponibilità di soluzioni di fissaggio della sonda di pressione
- Possibilità di installazione sia in verticale sia in orizzontale
- Sensore tachimetrico ad effetto Hall disponibile su richiesta
- Conformità alle normativa vigenti in materia di estrazione fumi (EN 60335-1 /IEC 342-1).","- Aluminized steel housing
- Shaded poles motor with die-cast rotor
- Φ60mm outlet
- High efficiency (reduced power consumption @ the desired working parameters)
- Low Noise
- Hardened stainless steel shaft
- Rust proof protection
- Motor stack made of magnetic laminations with minimal loss rate
- Any need for specific maintenance
- Motor shaft supported by two oscillating ball bearings, that are shielded and lubricated with special high temperature grease
- Vibration-damping system
- Patented coupling system inside boiler
- Several solutions for pressure signal available
- Possible either vertical or horizontal installation
- Hall effect sensor for speed check available on request
- It fulfils EN 60335-1 /IEC 342-1 standards.","- Boîtier en acier aluminisé
- Moteur pôles à rotor moulé sous pression
- Sortie Φ60mm
- Haute efficacité (consommation d'énergie réduite @ les paramètres de travail souhaitée)
- Faible bruit
- Arbre en acier trempé inoxydable
- Rust protection preuve
- Pile à moteur en tôles magnétiques avec un taux de perte minimale
- Tous les besoins d'entretien spécifique
- Arbre moteur supporté par deux roulements à billes oscillants, qui sont protégés et lubrifiés avec de la graisse à haute température spéciale
- Système antivibratoire
- Système de couplage breveté intérieur chaudière
- Plusieurs solutions pour le signal de pression disponible
- Installation possible soit verticale ou horizontale
- Capteur à effet Hall pour le contrôle de la vitesse disponible sur demande
- Il respecte les standards EN 60335-1 / IEC 342-1.",,"VENTILATORE CENTRIFUGO ARIA PER STUFE A PELLET EVAGOLD30CO0001

MARCA: SIT",EVAGOLD30CO0001 CENTRIFUGAL AIR FAN FOR AIR PELLET STOVES,VENTILATEUR CENTRIFUGE POUR AIR POELES - EVAGOLD30CO0001,"VENTILADOR CENTRIFUGO ARIA PARA ESTUFAS A PELLET EVAGOLD30CO0001

MARCA: SIT",ventilatore-centrifugo-w925300010,110.04,,,,,,1,true,,ventilatore-centrifugo-w925300010,ventilatore-centrifugo-w925300010,,https://www.ricambixstufe.it/ricambixstufe/121-home_default/ventilatore-centrifugo-w925300010.jpg,2026-03-27 11:34:24.346804+00,2026-03-27 11:34:24.346804+00,"'-1':157C,160C '/iec':158C '2':100C '230v':16C '342':159C '3w':67C '50hz':17C '60335':156C '70w':18C 'acciai':53C 'alber':50C,95C 'allumin':26C 'alta':109C 'ampi':119C 'antivibr':85C 'ari':8B 'bascul':102C 'brevett':118C 'caldai':47C 'capp':116C 'centrifug':2A,7B 'chiocciol':23C 'cl.h':19C 'cod':21C 'conform':146C 'consum':40C 'cuscinett':101C 'dispon':143C 'disponibil':120C 'effett':141C 'efficient':38C 'elettromagnet':71C 'elev':37C 'en':155C 'energet':41C 'estrazion':153C 'evagold30co0001':4A,13B 'fissagg':114C,124C 'fum':154C 'gomm':87C 'grass':107C 'hall':142C 'inox':54C 'install':131C 'lamier':25C,65C 'lamierin':58C 'lubrific':105C 'magnet':66C,80C 'manutenzion':92C 'marc':14B 'mater':151C 'mediant':64C,81C,106C 'motor':27C,51C,62C,96C 'natalin':3A 'normat':148C 'null':5A 'orizzontal':137C 'pacc':61C 'parit':43C 'particolar':93C 'pellet':12B 'perd':70C 'pol':29C 'possibil':129C 'pression':128C 'pressofus':33C 'prestazion':45C 'protezion':56C 'realizz':63C 'richiest':91C,145C 'ridott':39C,48C,69C 'ro':20C 'rotor':32C 'ruggin':60C 'rumoros':49C,79C 'scherm':30C,103C 'sensor':138C 'silicon':88C 'sistem':72C 'sit':15B 'smorz':74C 'soluzion':112C,122C 'sond':126C 'stuf':10B 'support':98C 'tachimetr':139C 'temperatur':110C 'tempr':55C 'uscit':34C 'utilizz':83C 'ventil':1A,6B 'vertical':134C 'vibrazion':76C 'vigent':149C 'w925300010':22C 'φ60mm':36C"
54,8,NULL,NULL,VENTILATORE ARIA CENTRIFUGO RLH120/0038-3038LH,RLH120/0038-3038LH CENTRIFUGAL AIR FAN,"VENTILATEUR AIR CENTRIFUGE RLH120/0038-3038LH ",VENTILADOR AIRE CENTRIFUGO,,,,,"RLH120/0038 A12-3038LH-449 aaa

230V AC 50Hz 90W

(WITH INTAKE NOZZLE)

5546096461

MARCA: EBM","RLH120/0038 A12-3038LH-449 aaa

230V AC 50Hz 90W

(WITH INTAKE NOZZLE)

5546096461","RLH120/0038 A12-3038LH-449 aaa

230V AC 50Hz 90W

(AVEC ASPIRATION BUSE)

5546096461","RLH120/0038 A12-3038LH-449 aaa

230V AC 50Hz 90W

(WITH INTAKE NOZZLE)

5546096461

MARCA: EBM",ventilatore-aria-centrifugo,153.72,,,,,,1,true,,ventilatore-aria-centrifugo,ventilatore-aria-centrifugo,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-aria-centrifugo-rlh1200038-3038lh-2.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:42.538288+00,'230v':12B '3038lh':9B '449':10B '50hz':14B '5546096461':19B '90w':15B 'a12':8B 'a12-3038lh':7B 'aaa':11B 'ac':13B 'ari':2A 'centrifug':3A 'ebm':21B 'intak':17B 'marc':20B 'nozzl':18B 'null':5A 'rlh120/0038':6B 'rlh120/0038-3038lh':4A 'ventil':1A 'with':16B
55,7,NULL,NULL,"VENTILATORE FUMI CON ENCODER E CHIOCCIOLA ",SMOKES FAN WITH ENCODER AND SPIRAL,"VENTILATEUR DES FUMÉES AVEC ENCODEUR ET LIMAÇON ",VENTILADOR HUMOS CON ENCODER Y CARACOL,,,,,"ASPIRATORE FUMI TRIAL CAF15Y-165LS

DIAMETRO USCITA 80MM

230v AC 50 Hz

 

MARCA: EBM","G2E152/0020-3030LH-609 arn

230v AC 50 Hz

55462.50020","G2E152/0020-3030LH-609 arn

230v AC 50 Hz

55462.50020","G2E152/0020-3030LH-609 arn

230v AC 50 Hz

55462.50020

MARCA: EBM",ventilatore-fumi-con-encoder-e-chiocciola-,115.90,,,,,,1,true,,ventilatore-fumi-con-encoder-e-chiocciola-,ventilatore-fumi-con-encoder-e-chiocciola-,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/ventilatore-fumi-con-encoder-e-chiocciola-2.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:42.762206+00,"'165ls':13B '230v':17B '50':19B '80mm':16B 'ac':18B 'aspir':8B 'caf15y':12B 'caf15y-165ls':11B 'chiocciol':6A 'diametr':14B 'ebm':22B 'encoder':4A 'fum':2A,9B 'hz':20B 'marc':21B 'null':7A 'trial':10B 'uscit':15B 'ventil':1A"
56,12,NULL,NULL,"BRACIERE SUSY-PERLA 7,5 KW EVACALOR",BRAZIER FOR SUSY-PERLA-CATRIA EVACALOR STOVES,BRASERO SUSY-PERLA-CATRIA EVACALOR,BRASERO SUSY-PERLA-CATRIA EVACALOR,,,,,"BRACIERE IN ACCIAIO INOX STUFE 7,5 KW SLIM

 EVACALOR-PUNTOFUOCO","INOX STEEL BRAZIER FOR 7,5 KW SLIM EVACALOR-PUNTOFUOCO STOVES","BRASERO EN ACIER INOX - POELES 7,5 KW SLIM EVACALOR-PUNTOFUOCO",,braciere-susy-perla-catria-evacalor,40.00,,,,,,1,true,,braciere-susy-perla-catria-evacalor,braciere-susy-perla-catria-evacalor,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-susy-perla-catria-evacalor-2.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:42.993014+00,"'5':6A,16B '7':5A,15B 'acciai':12B 'brac':1A,10B 'evacalor':8A,20B 'evacalor-puntofuoc':19B 'inox':13B 'kw':7A,17B 'null':9A 'perl':4A 'puntofuoc':21B 'slim':18B 'stuf':14B 'susy':3A 'susy-p':2A"
57,10,NULL,NULL,"DISPLAY LCD ELETTRONICA TIEMME ",LCD DISPLAY - TIEMME ELECTRONICS,"ÉCRAN LCD - ELECTRONIQUE TIEMME ","PANTALLA LCD ELECTRONICA TIEMME ",,,,,COMPATIBILE CON SCHEDE ELETTRONICHE TIEMME PER STUFE IDRO,COMPATIBLE WITH ELECTRONIC BOARDS FOR TIEMME IDRO STOVES.,COMPATIBLE AVEC CARTES ELECTRONIQUES POUR POÊLES TIEMME IDRO,COMPATIBLE CON TARJETAS ELECTRONICAS TIEMME PARA ESTUFAS IDRO,display-lcd-elettronica-tiemme-,139.81,,,,,,1,true,,display-lcd-elettronica-tiemme-,display-lcd-elettronica-tiemme-,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/display-lcd-elettronica-tiemme.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:43.217872+00,"'compat':6B 'display':1A 'elettron':3A,9B 'idro':13B 'lcd':2A 'null':5A 'sched':8B 'stuf':12B 'tiemm':4A,10B"
58,10,NULL,NULL,CAVO FLAT DISPLAY 1200 mm,FLAT CABLE FOR DISPLAY 1200 mm,CABLE FLAT POUR ÈCRAN 1200 mm,CABLE PLANO PANTALLA 1200mm,,,,,Lunghezza 1500mm,Length 120cm,Longueur 120cm,Longitud 120 cm,cavo-flat-display-58,13.42,,,,,,1,true,,Cavo Flat Display,Cavo Flat Display,,https://www.ricambixstufe.it/ricambixstufe/151-home_default/cavo-flat-display.jpg,2026-03-27 11:34:24.346804+00,2026-03-27 11:34:24.346804+00,'1200':4A '1500mm':8B 'cav':1A 'display':3A 'flat':2A 'lunghezz':7B 'mm':5A 'null':6A
59,9,HT62663,NULL,"RESISTENZA ELETTRICA Ø 12,5 mm LUNGH.160mm 350w ATTACCO A FILETTO 1/2",ELECTRICAL RESISTANCE Ø 12.5 mm LENGTH 160 mm 350w WITH THREAD 1/2,"RÉSISTANCE ÉLECTRIQUE Ø 12,5 mm LONG.160 mm 350w AVEC FILET 1/2","Resistencia Elèctrica  Ø 12,5 mm Long.160mm 350w con tuerca 1/2",,,,,"Diametro: 12,5 x160 mm. (sottobattuta raccordo)
350W-230V
Lunghezza cavi: 500 mm.
Con raccordo 1/2“ GAS

COMPATIBILE CON: PALAZZETTI-MCZ

MARCA: HT","Diameter: 12.5 x 160 mm.
350W-230V
Cable Length: 500 mm.
With 1/2 ""GAS fitting.
COMPATIBLE WITH: PALAZZETTI-MCZ","Diamètre: 12,5 x 160 mm (avec raccord)
350W-230V
Longueur du câble: 500 mm.
Avec raccord 1/2 ""GAS
COMPATIBLE AVEC: PALAZZETTI-MCZ","Diametro: 9,9x140 mm. (tuerca bajo batida)
350W-230V
Longitud cables: 500 mm.
Con tuerca 1/2“ GAS

COMPATIBLE: MCZ-PALAZZETTI

MARCA:HT",resistenza-elettrica-3-59,56.30,,,,,,1,true,,Resistenza elettrica,Resistenza elettrica per accensione,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/resistenze-accensione/resistenza-elettrica-12-5-mm-lungh-160mm-attacco-a-filetto-38.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:43.368374+00,"'1/2':12A,30B '12':4A,15B '230v':23B '350w':8A,22B '350w-230v':21B '5':5A,16B '500':26B 'attacc':9A 'cav':25B 'compat':32B 'diametr':14B 'elettr':2A 'filett':11A 'gas':31B 'ht':38B 'ht62663':13A 'lungh.160mm':7A 'lunghezz':24B 'marc':37B 'mcz':36B 'mm':6A,18B,27B 'palazzett':35B 'palazzetti-mcz':34B 'raccord':20B,29B 'resistent':1A 'sottobatt':19B 'x160':17B 'ø':3A"
60,9,HT62683,NULL,"RESISTENZA ELETTRICA Ø 9,5 mm LUNGH.188 MM  ESECUZIONE DRITTA","ELECTRICAL RESISTANCE Ø 9,5 mm LENGTH 188 MM - STRAIGHT","RESISTANCE ELECTRIQUE Ø 9,5 mm LONG.188 MM DROIT","Resistencia Elèctrica Ø 9,5 mm Long.188 MM  ejecuciòn recta",,,,,"Diametro: 9,5 x 188 mm. 
250W-230V
Lunghezza cavi: 500 mm.

COMPATIBILE CON: THERMOROSSI

MARCA: HT","Diameter: 9.5 x 188 mm.
250W-230V
Cable Length: 500 mm.

COMPATIBLE WITH: THERMOROSSI","Diamètre: 9,5 x 188 mm.
250W-230V
Longueur du câble: 500 mm.

COMPATIBLE AVEC: THERMOROSSI","Diametro: 9,9x140 mm. (tuerca bajo batida)
250W-230V
Longitud cables: 200 mm.
Con tuerca 3/8“ GAS

MARCA:HT",resistenza-elettrica-3-60,36.60,,,,,,1,true,,Resistenza elettrica,Resistenza elettrica per accensione,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/resistenze-accensione/resistenza-elettrica-9-5-mm-lungh-188-mm-esecuzione-dritta.jpg,2026-03-27 11:34:24.346804+00,2026-04-02 10:47:43.519243+00,"'188':16B '230v':20B '250w':19B '250w-230v':18B '5':5A,14B '500':23B '9':4A,13B 'cav':22B 'compat':25B 'diametr':12B 'dritt':10A 'elettr':2A 'esecu':9A 'ht':29B 'ht62683':11A 'lungh.188':7A 'lunghezz':21B 'marc':28B 'mm':6A,8A,17B,24B 'resistent':1A 'thermoross':27B 'x':15B 'ø':3A"
61,9,HT62706,NULL,"RESISTENZA ELETTRICA Ø 12,5 mm LUNGH.160 mm","SPARK PLUG Ø 12,5 mm LENGTH 160 mm","BOUGIE D'ALLUMAGEØ 12,5 mm LONG.160 mm","Resistencia Elèctrica Ø 12,5 mm Long.160 mm",,,,,"Ø 12,5 - lung.160 mm. (sotto battuta flangia)
350W-230V
Lunghezza cavi: 500 mm.
COMPATIBILE CON: PALAZZETTI-MCZ

MARCA: HT","Ø 12.5 - length 160mm. (Bottom flange)
350W-230V
Cable Length: 500 mm.
COMPATIBLE WITH: PALAZZETTI-MCZ","Ø 12,5 - long.160mm. (bride inférieure)
350W-230V
Longueur du câble: 500 mm.
COMPATIBLE AVEC: PALAZZETTI-MCZ","Ø 12,5 - long.150 mm. (con brida)
350W-230V
Longitud cables: 1200 mm.
Palazzetti-Royal-Thermorossi Olimpia Splendid

MARCA: HT",resistenza-elettrica-3-61,44.00,,,,,,0,true,,Resistenza elettrica,Resistenza elettrica per accensione,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/resistenze-accensione/resistenza-elettrica-12-5-mm-lungh-160-mm.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 12:30:40.993369+00,"'12':4A,11B '230v':20B '350w':19B '350w-230v':18B '5':5A,12B '500':23B 'batt':16B 'cav':22B 'compat':25B 'elettr':2A 'flang':17B 'ht':31B 'ht62706':9A 'lung.160':13B 'lungh.160':7A 'lunghezz':21B 'marc':30B 'mcz':29B 'mm':6A,8A,14B,24B 'palazzett':28B 'palazzetti-mcz':27B 'resistent':1A 'sott':15B 'ø':3A,10B"
62,9,HT62708,NULL,RESISTENZA ELETTRICA Ø 16 mm LUNGH.120 mm,SPARK PLUG Ø 16 mm length 120 mm,BOUGIE D'ALLUMAGE Ø 16 mm long. 120 mm,"Resistencia Elèctrica Ø 12,5 mm LONG.120 mm",,,,,"Ø 16 - lung.120 mm. (sotto battuta flangia) fornita con kit tubo porta resistenza
350W-230V CODICE:HT62708
Lunghezza cavi: 500 mm.
COMPATIBILE CON: COLA

MARCA: HT","Ø 16 - length 120 mm. (Bottom flange) supplied with the tube resistance kit.
350W-230V CODE: HT62708
Cable Length: 500 mm.
COMPATIBLE WITH: COLA","Ø 16 - long.120 mm. (Bottom bride) fourni avec le kit tube porte résistance.
350W-230V: CODE HT62708
Longueur du câble: 500 mm.
COMPATIBLE AVEC: COLA","Ø 12,5 - long.150 mm. (con brida)
350W-230V
Longitud cables: 1200 mm.
Palazzetti-Royal-Thermorossi Olimpia Splendid",resistenza-elettrica-3-62,76.36,,,,,,1,true,,Resistenza elettrica,Resistenza elettrica per accensione,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/resistenze-accensione/resistenza-elettrica-16-mm-lungh-120-mm.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:43.816883+00,"'16':4A,10B '230v':24B '350w':23B '350w-230v':22B '500':29B 'batt':14B 'cav':28B 'codic':25B 'col':33B 'compat':31B 'elettr':2A 'flang':15B 'forn':16B 'ht':35B 'ht62708':8A,26B 'kit':18B 'lung.120':11B 'lungh.120':6A 'lunghezz':27B 'marc':34B 'mm':5A,7A,12B,30B 'port':20B 'resistent':1A,21B 'sott':13B 'tub':19B 'ø':3A,9B"
63,9,HT62685,NULL,"RESISTENZA ELETTRICA Ø 9,9 mm LUNGH.155 MM  ESECUZIONE DRITTA","SPARK PLUG Ø 9,9 mm length 155 mm straight","BOUGIE D'ALLUMAGE Ø 9,9 mm long.155 mm droit","Resistencia Elèctrica Ø 9,9 mm Long.155 MM ejecuciòn recta",,,,,"Diametro: 9,9 x 155 mm. esecuzione dritta 
300W-230V
Lunghezza cavi: 500 mm.

COMPATIBILE CON: EDILKAMIN

MARCA: HT62685","Diameter: 9.9 x 155 mm. straight run
300W-230V
Cable Length: 500 mm.

COMPATIBLE WITH: EDILKAMIN","Diamètre: 9,9 x 155 mm. course droite
300W-230V
Longueur du câble: 500 mm.

COMPATIBLE AVEC: EDILKAMIN","Diametro: 9,9x140 mm. (tuerca bajo batida)
250W-230V
Longitud cables: 200 mm.
Con tuerca 3/8“ GAS

MARCA: HT",resistenza-elettrica-3-63,44.66,,,,,,1,true,,Resistenza elettrica,Resistenza elettrica per accensione,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/resistenze-accensione/resistenza-elettrica-9-9-mm-lungh-155-mm-esecuzione-dritta.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:43.968276+00,"'155':16B '230v':22B '300w':21B '300w-230v':20B '500':25B '9':4A,5A,13B,14B 'cav':24B 'compat':27B 'diametr':12B 'dritt':10A,19B 'edilkamin':29B 'elettr':2A 'esecu':9A,18B 'ht62685':11A,31B 'lungh.155':7A 'lunghezz':23B 'marc':30B 'mm':6A,8A,17B,26B 'resistent':1A 'x':15B 'ø':3A"
64,8,NULL,NULL,VENTILATORE TANGENZIALE GRANDE SX,"BIG TANGENTIAL LEFT FAN ","VENTILATEUR TANGENTIEL GAUCHE GRAND ",VENTILADOR TANGENCIAL GRANDE SX,,,,,"EMMEVI COD.158202
230V 50hz 77W

BOCCA DA 28 CM

COMPATIBILE CON STUFE: CADEL -FREEPOINT","EMMEVI COD.158202

230V 50hz 77W

SUITABLE FOR CADEL -FREEPOINT STOVES","EMMEVI COD.158202
230V 50hz 77W

COMPATIBLE AVEC POÊLES: CADEL -FREEPOINT","EMMEVI COD.158202
230V 50hz 77W

COMPATIBLE CON ESTUFAS: CADEL -FREEPOINT

BOCA DE 28 CM",ventilatore-tangenziale-grande-64,181.00,,,,,,1,true,,Ventilatore aria per stufe a pellet,Ventilatore tangenziale per stufe a pellet,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-tangenziale-grande-sx-2.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:44.116715+00,'230v':8B '28':13B '50hz':9B '77w':10B 'bocc':11B 'cadel':18B 'cm':14B 'cod.158202':7B 'compat':15B 'emmev':6B 'freepoint':19B 'grand':3A 'null':5A 'stuf':17B 'sx':4A 'tangenzial':2A 'ventil':1A
65,9,HT68027,NULL,"RESISTENZA ELETTRICA Ø 12,5 mm LUNG.85 mm HT68027","SPARK PLUG Ø 12,5 mm LUNGH.85 mm HT68027","BOUGIE D'ALLUMAGE Ø 12,5 mm LUNGH.85 mm HT68027","Resistencia Elèctrica Ø 12,5 mm LUNG. 85 mm HT68027",,,,,"Diametro: 12.5 x 85 mm. (senza raccordo)
200W-230V
Lunghezza cavi: 500 mm

COMPATIBILE CON CADEL FAMILY

MARCA: HT68027","Diameter: 12.5x85 mm. (no connection)
200W-230V
Cable length: 500 mm

COMPATIBLE WITH FAMILY CADEL","Diamètre: 12.5x 85 mm. (sans raccord)
200W-230V
Longueur des câbles: 500 mm

COMPATIBLE AVEC CADEL FAMILY","Diametro: 12.5x 85 mm. (sin uniòn)
200W-230V
Longitud cables: 500 mm

COMPATIBLE CON CADEL FAMILY

MARCA: HT",resistenza-elettrica-2-65,41.42,,,,,,1,true,,Resistenza elettrica,Resistenza elettrica per accensione,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/resistenze-accensione/resistenza-elettrica-12-5-mm-lung-85-mm-ht68027.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:44.351096+00,"'12':4A '12.5':12B '200w':19B '200w-230v':18B '230v':20B '5':5A '500':23B '85':14B 'cadel':27B 'cav':22B 'compat':25B 'diametr':11B 'elettr':2A 'family':28B 'ht68027':9A,10A,30B 'lung.85':7A 'lunghezz':21B 'marc':29B 'mm':6A,8A,15B,24B 'raccord':17B 'resistent':1A 'senz':16B 'x':13B 'ø':3A"
66,14,NULL,NULL,NASTRO ADESIVO IN FIBRA DI VETRO 550°C 10mm X 1mm,ADHESIVE TAPE FIBERGLASS 550°C 10mm X 1mm,RUBAN ADHÉSIF  EN FIBRE DE VERRE 550°C 10mm x 1mm,CUERDA ADHESIVA EN FIBRA DE VIDRIO 550°C 10mm x 1mm,,,,,"Spessore 1 mm.
Larghezza: 10

Colore: Grigio Scuro

PREZZO AL METRO!","Thickness 1 mm.
Width: 10 mm.
Black","1 mm d'épaisseur.
Largeur: 10 mm.
Noir","Espesor 1 mm.
Ancho: 10 mm.
Negro",nastro-adesivo-in-fibra-di-vetro-550c-66,3.05,,,,,,1,true,,nastro adesivo in fibra di vetro 550°c,nastro adesivo in fibra di vetro 550°c,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/guarnizioni-silicone/nastro-adesivo-in-fibra-di-vetro-550-c-10mm-x-1mm.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:44.496059+00,'1':14B '10':17B '10mm':9A '1mm':11A '550':7A 'ades':2A 'color':18B 'fibr':4A 'grig':19B 'larghezz':16B 'metr':23B 'mm':15B 'nastr':1A 'null':12A 'prezz':21B 'scur':20B 'spessor':13B 'vetr':6A 'x':10A
67,13,NULL,NULL,SUPPORTO DEPRESSORE,"PRESSURE SWITCH'S SUPPORT ",SUPPORT DEPRÉSSEUR,SOPORTE DEPRESOR,,,,,SUPPORTO CON AGGANCIO RAPIDO PER FISSARE IL DEPRESSORE,SUPPORT WITH QUICK CONNECTION TO FIX THE PRESSURE SWITCH.,SUPPORT CONNEXION RAPIDE POUR FIXER LE DEPRÉSSEUR,SOPORTE CON CONEXIÓN RÁPIDA PARA FIJAR EL DEPRESOR,supporto-depressore,1.00,,,,,,1,true,,supporto-depressore,supporto-depressore,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/supporto-depressore.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:44.64421+00,"'agganc':6B 'depressor':2A,11B 'fiss':9B 'null':3A 'rapid':7B 'support':1A,4B"
68,13,NULL,NULL,TERMOSTATO DI SICUREZZA A RIARMO MANUALE 80°,SAFETY THERMOSTAT 80°,THERMOSTAT DE SÉCURITÉ 80°,TERMOSTATO DE SEGURIDAD 80 °,,,,,"TERMOSTATO DI SICUREZZA CON SONDA CON TASTO PER RIARMO MANUALE

TARATURA 80°","SAFETY THERMOSTAT WITH PROBE WITH KEY FOR MANUAL RESET
 
SETTING 80 °","THERMOSTAT DE SÉCURITÉ AVEC SONDE AVEC CLÉ POUR RÉARMEMENT MANUEL
 
CONFIGURATION 80 °","TERMOSTATO DE SEGURIDAD CON SONDA 
 
AJUSTE DE 80 °",termostato-di-sicurezza-a-riarmo-manuale-80,30.50,,,,,,1,true,,termostato-di-sicurezza-a-riarmo-manuale-80,termostato-di-sicurezza-a-riarmo-manuale-80,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/termostato-di-sicurezza-a-riarmo-manuale-80.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:44.791494+00,"'80':7A,20B 'manual':6A,18B 'null':8A 'riarm':5A,17B 'sicurezz':3A,11B 'sond':13B 'taratur':19B 'tast':15B 'termost':1A,9B"
69,13,NULL,NULL,TERMOSTATO DI SICUREZZA A RIARMO MANUALE 100°,SAFETY THERMOSTAT 100°,THERMOSTAT DE SÉCURITÉ 100°,TERMOSTATO DE SEGURIDAD 100 °,,,,,"TERMOSTATO DI SICUREZZA CON SONDA CON TASTO PER RIARMO MANUALE

TARATURA 100°","SAFETY THERMOSTAT WITH PROBE WITH KEY FOR MANUAL RESET
 
SETTING 100 °","THERMOSTAT DE SÉCURITÉ AVEC SONDE AVEC CLÉ POUR RÉARMEMENT MANUEL
 
CONFIGURATION 100 °","TERMOSTATO DE SEGURIDAD CON SONDA 
 
AJUSTE DE 100 °",termostato-di-sicurezza-a-riarmo-manuale-100,30.50,,,,,,1,true,,termostato-di-sicurezza-a-riarmo-manuale-100,termostato-di-sicurezza-a-riarmo-manuale-100,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/termostato-di-sicurezza-a-riarmo-manuale-100.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:44.94181+00,"'100':7A,20B 'manual':6A,18B 'null':8A 'riarm':5A,17B 'sicurezz':3A,11B 'sond':13B 'taratur':19B 'tast':15B 'termost':1A,9B"
70,11,NULL,NULL,CONNETTORE SCHEDA 10 POLI,MOTHERBOARD CONNECTOR - 10 POLES,CONNECTEUR 10 POLES POUR CARTE MÈRE,CONECTOR TARJETA 10 POLES,,,,,,,,,connettore-scheda-10-poli,2.00,,,,,,1,true,,connettore-scheda-10-poli,connettore-scheda-10-poli,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/connettore-scheda-10-poli.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:45.088784+00,'10':3A 'connettor':1A 'null':5A 'pol':4A 'sched':2A
71,11,NULL,NULL,CONNETTORE SCHEDA 7 POLI,MOTHERBOARD CONNECTOR - 7 POLES,CONNECTEUR 7 POLES POUR CARTE MÈRE,CONECTOR TARJETA 7 POLES,,,,,,,,,connettore-scheda-7-poli,2.00,,,,,,1,true,,connettore-scheda-7-poli,connettore-scheda-7-poli,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/connettore-scheda-7-poli.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:45.237877+00,'7':3A 'connettor':1A 'null':5A 'pol':4A 'sched':2A
